city,country,longitude,latitude,sqm,total_rooms,max_guests,has_wifi,has_pool,distance_to_center,distance_to_sea,typeOfRental,nombre_etoiles,rental_rent
Marseille,France,5.37622536650641,43.30107954930416,137,3,5,1,0,6.07,5.02,DAILY,1,113119933764887744
Marrakech,Morocco,-7.973012602040838,31.61185787187128,114,4,10,0,0,4.09,14.42,DAILY,2,51513755157481512
Valencia,Spain,-0.36391848578259633,39.44369309466653,110,3,6,0,0,6.61,13.04,DAILY,5,194375383351232704
Abu Dhabi,UAE,54.40437986391838,24.461347338242113,59,1,4,1,1,4.65,5.01,DAILY,1,165008810270704992
Los Angeles,USA,-118.27858752293707,34.0790866637152,32,1,4,0,0,3.28,2.46,DAILY,4,228198410446525344
Los Angeles,USA,-118.24327197895099,34.04906032939249,109,3,8,0,0,5.81,9.98,DAILY,2,216727105699904480
Lyon,France,4.857505829597955,45.71968683479264,179,6,12,0,1,11.48,1.33,DAILY,3,313896029630620992
Dubai,UAE,55.3075679350954,25.168815525358895,132,3,8,0,0,13.55,12.85,DAILY,4,303052712094880576
New York,USA,-73.99184993025716,40.68440758064328,121,3,5,1,0,9.55,11.09,DAILY,1,174553609988011328
New York,USA,-73.99514598973988,40.70021713613544,186,5,9,1,1,12.89,17.77,DAILY,4,464383531459017920
Madrid,Spain,-3.6592572431621306,40.37855193121132,63,2,3,0,0,11.29,19.76,DAILY,5,184004602970429024
Madrid,Spain,-3.7476179949388837,40.411917261720355,101,2,4,0,0,3.71,10.02,DAILY,5,190028720277623616
Rabat,Morocco,-6.80208917247102,34.06948680362178,132,4,8,1,1,12.25,6.22,DAILY,1,45922889353563320
Marseille,France,5.3309020024495535,43.24703797994204,74,2,5,1,1,10.59,0.29,DAILY,2,217484126586649184
Casablanca,Morocco,-7.544064864031271,33.588747261551966,194,5,11,0,1,11.03,18.81,DAILY,3,72129005659044864
Tangier,Morocco,-5.848651586330542,35.79671249614633,117,3,7,1,1,7.63,15.51,DAILY,3,63864780268518160
Los Angeles,USA,-118.2431725788216,34.08180093324893,77,2,6,0,0,1.99,7.62,DAILY,5,368424721769536192
Nice,France,7.2387611023161265,43.6698632130527,151,5,12,0,1,2.36,2.43,DAILY,3,364271373487131264
Chicago,USA,-87.61700392270863,41.90322544724783,28,1,1,1,0,10.78,12.92,DAILY,1,74349851990539776
New York,USA,-74.00827766255448,40.73695832406021,60,2,5,1,1,3.38,3.15,DAILY,5,385816680757416192
Tangier,Morocco,-5.812992666336114,35.77176165648328,23,1,4,0,0,0.87,3.42,DAILY,4,55409652740675696
Miami,USA,-80.14911466328076,25.786410562341533,165,4,9,0,0,4.84,10.1,DAILY,2,254790035184529792
Lyon,France,4.796083226946934,45.8046621433555,197,6,12,1,1,12.7,4.76,DAILY,2,304706600871166336
Tangier,Morocco,-5.8203387741341635,35.78186784726611,168,5,10,1,1,10.12,16.17,DAILY,4,88604239863697024
Paris,France,2.3134855263867546,48.84130491777327,118,3,8,0,1,11.77,1.79,DAILY,3,298175298595320128
Los Angeles,USA,-118.2226243133667,34.05053870292449,63,1,4,1,0,11.13,9.77,DAILY,4,283629573923505856
Abu Dhabi,UAE,54.40671745872607,24.4597247714729,98,3,8,1,1,13.68,16.85,DAILY,1,219058569430421408
Tangier,Morocco,-5.8703390914451985,35.74168734501324,108,3,6,0,1,10.02,7.76,DAILY,4,73583322720128624
Valencia,Spain,-0.375666391505043,39.46663740724214,137,4,9,0,0,9.15,8.23,DAILY,4,201380619674890496
Sevilla,Spain,-5.955743464247235,37.43238109792861,64,1,4,0,1,4.95,5.85,DAILY,2,124140775023880928
Madrid,Spain,-3.6902254077512744,40.44701987615347,137,4,9,0,0,7.98,17.84,DAILY,3,174680741715985888
Madrid,Spain,-3.668375534935653,40.422088604030456,130,3,6,1,0,4.99,2.6,DAILY,1,99734921799126576
Miami,USA,-80.15327742892627,25.748764079741672,92,3,8,0,1,5.83,9.09,DAILY,2,304540918204244160
Madrid,Spain,-3.6688793079645294,40.37505686122898,39,1,3,1,0,12.81,6.2,DAILY,5,185212153066829152
Tangier,Morocco,-5.855597122798002,35.76952566304631,170,5,10,0,0,0.98,11.1,DAILY,1,45155338077320720
Sevilla,Spain,-5.987524917909353,37.39677392451888,165,4,9,0,0,14.54,0.86,DAILY,3,189907634005575520
Los Angeles,USA,-118.23590272591623,34.0314415224045,134,3,7,0,0,6.75,17.69,DAILY,1,196198160990596160
Los Angeles,USA,-118.21727638029869,34.10081524313529,95,3,5,1,1,2.51,15.39,DAILY,1,228357445844986272
New York,USA,-73.96613973448592,40.677305428132776,198,5,10,1,1,3.29,16.96,DAILY,3,429509475317419328
Marrakech,Morocco,-7.973668914720882,31.67120072194697,165,4,10,0,0,11.1,12.81,DAILY,5,80726751892603072
Tangier,Morocco,-5.855312964842265,35.78141805671873,65,2,3,0,1,6.49,7.12,DAILY,2,43041031611109240
Chicago,USA,-87.65413594164126,41.92520261253622,163,5,11,1,1,2.54,7.23,DAILY,2,366279920948619136
Casablanca,Morocco,-7.628779998026843,33.530333163161345,156,4,7,0,0,2.56,3.15,DAILY,4,79505313668556496
Nice,France,7.240696159991255,43.69345209796365,51,1,1,0,1,3.36,8.03,DAILY,2,155096314862087008
Dubai,UAE,55.253476682355775,25.248455935043786,156,4,9,0,0,4.75,12.93,DAILY,4,338233014695854720
Nice,France,7.252826659135015,43.68874925511593,176,6,13,1,1,13.53,0.2,DAILY,2,329881959727494592
Lyon,France,4.8055802213557115,45.76440694897456,28,1,4,1,0,8.88,11.37,DAILY,1,82391540733365440
Rabat,Morocco,-6.8575546675191426,34.06930831646609,154,5,10,1,1,13.42,2.35,DAILY,5,101315948094631424
Barcelona,Spain,2.1564245307598986,41.4116818336962,184,5,9,1,0,3.48,15.56,DAILY,5,248788957352983520
Paris,France,2.350995666369529,48.838021718011746,23,1,4,0,0,10.42,12.27,DAILY,4,163249616359392512
Sevilla,Spain,-5.989234099020438,37.38491271874069,53,2,3,0,0,0.81,9.31,DAILY,1,57836681840040088
New York,USA,-73.9860583988612,40.71843041309491,65,2,5,1,0,1.68,18.9,DAILY,2,192339405318413152
Dubai,UAE,55.23633585426906,25.208708450246526,50,1,2,0,0,2.09,18.24,DAILY,2,146317432815017632
Miami,USA,-80.16414051379705,25.783218098993938,87,3,7,1,1,14.95,12.04,DAILY,2,307461422481418880
Dubai,UAE,55.29697946650635,25.224188200473737,136,4,7,0,1,8.03,0.74,DAILY,1,302732515474912768
Chicago,USA,-87.67875737474925,41.83501556456509,132,4,7,1,1,10.63,9.79,DAILY,5,405134789074854016
Miami,USA,-80.1492484652045,25.747692721101995,70,2,5,1,1,2.97,15.06,DAILY,1,247749102599342784
Barcelona,Spain,2.179007464676239,41.37546449905431,144,5,12,1,0,13.7,12.79,DAILY,5,280119650968119680
New York,USA,-74.00483568363887,40.75726370281126,59,2,5,0,0,9.17,12.35,DAILY,1,130878704844762432
Sevilla,Spain,-5.950752326537912,37.36027617170701,54,1,4,1,1,14.71,8.77,DAILY,4,200494521038661120
Dubai,UAE,55.243745409524955,25.181386564237307,80,3,5,1,1,7.92,13.63,DAILY,3,313384981788764224
Rabat,Morocco,-6.872225420399033,33.984135916148595,191,5,12,0,0,9.67,4.92,DAILY,1,55602676546748848
Sevilla,Spain,-5.956471072792588,37.40101648460063,26,1,2,1,0,12.74,2.21,DAILY,2,86386005841806016
Tangier,Morocco,-5.851874917297908,35.801635696882,86,2,3,1,1,11.41,13.92,DAILY,5,74679051377714624
Madrid,Spain,-3.7511522273216205,40.40590270796692,167,4,9,1,0,12.37,2.63,DAILY,3,210458540856296032
Paris,France,2.3491965057881186,48.83588877928785,123,4,9,0,1,2.98,17.03,DAILY,3,332878803470184000
Paris,France,2.3307320560527356,48.849357508429776,35,2,5,0,0,14.42,9.25,DAILY,3,160553367444639808
Abu Dhabi,UAE,54.37971568426875,24.49261255080395,82,2,3,0,1,2.84,0.63,DAILY,2,269910609292792096
Valencia,Spain,-0.3514398994146943,39.42089244897894,19,1,3,0,0,11.63,19.19,DAILY,1,53421727669204000
Marseille,France,5.413814614644063,43.33568881337505,118,4,7,1,0,13.6,14.24,DAILY,3,196342820993209728
Paris,France,2.3611851688984324,48.85372634854649,52,2,4,1,0,1.15,15.07,DAILY,1,110274283373776640
Rabat,Morocco,-6.812010380645808,34.029751611758016,54,2,3,0,0,8.35,13.11,DAILY,3,39963840218722784
Barcelona,Spain,2.190953813703543,41.39594986869728,157,4,9,0,0,4.1,12.38,DAILY,4,203963325803143232
Rabat,Morocco,-6.879304082284536,34.03999922525022,136,3,6,0,0,1.14,12.43,DAILY,4,68259077913690848
Rabat,Morocco,-6.81025896468162,34.00255969510787,131,3,6,0,0,3.24,3.74,DAILY,2,45267641504888408
Lyon,France,4.884659287224249,45.80610559435057,84,3,7,0,1,5.43,3.02,DAILY,3,220790195391205760
Dubai,UAE,55.25027006687291,25.242329261783322,146,4,7,1,1,6.37,15.79,DAILY,4,388530642938183424
Nice,France,7.308452179554275,43.67564026177354,181,6,13,0,1,5.25,6.13,DAILY,4,331085548878372352
Casablanca,Morocco,-7.60819182750349,33.53420970801924,149,4,7,0,0,9.07,18.58,DAILY,5,80494470416554624
Valencia,Spain,-0.3803386706038045,39.424222501425135,39,2,5,0,0,7.28,11.26,DAILY,5,176666354082703104
Tangier,Morocco,-5.85318834056138,35.74650122029651,17,1,1,0,0,11.14,15.12,DAILY,4,38872644327107552
Paris,France,2.3908135700366655,48.85362948732087,96,2,3,0,0,1.93,13.37,DAILY,4,238021563452096064
Dubai,UAE,55.312097078422774,25.178761177643054,64,1,1,1,0,2.67,6.35,DAILY,4,219169385926384576
Madrid,Spain,-3.667064056124967,40.4383196158586,29,1,3,0,0,0.5,13.62,DAILY,3,106902007518415280
Abu Dhabi,UAE,54.36019094620089,24.422683705605102,151,4,8,1,1,1.8,7.09,DAILY,3,397003439843638976
Miami,USA,-80.22205741369973,25.71908514087319,18,1,3,1,0,10.74,14.04,DAILY,3,188704763417917568
Los Angeles,USA,-118.28443479998239,34.082010897534545,168,4,10,0,1,13.86,12.0,DAILY,1,285362032612050336
Valencia,Spain,-0.3270912665041459,39.446189592793964,45,1,1,0,0,3.67,6.49,DAILY,5,143130776931236384
New York,USA,-74.05185755221375,40.74578813082074,157,5,9,1,1,1.68,0.54,DAILY,4,562609191980657408
New York,USA,-74.0133979020546,40.68186760089933,144,5,9,0,0,6.07,19.41,DAILY,5,372473133008958400
Sevilla,Spain,-5.952893504988106,37.39434603415284,113,4,8,1,0,2.56,17.39,DAILY,2,138118183686447104
Lyon,France,4.835609929303361,45.76796444449308,52,2,4,1,0,3.06,3.89,DAILY,1,88594471730453664
Marseille,France,5.343537859638766,43.33987651455869,24,1,2,0,0,10.71,12.11,DAILY,3,123745407708873840
Barcelona,Spain,2.1250886466141243,41.39672880118262,19,1,3,1,0,4.1,10.84,DAILY,3,110880957051310544
Los Angeles,USA,-118.20214631912711,34.02690166447165,142,4,8,0,1,14.05,0.39,DAILY,4,458360075182635968
Marrakech,Morocco,-7.989342613050513,31.649106317023055,187,5,11,0,1,2.31,17.07,DAILY,2,76497819230136480
Dubai,UAE,55.23718572283778,25.164667439559356,20,1,2,0,0,6.03,3.95,DAILY,4,189689038877833888
Miami,USA,-80.15910667499011,25.810054821942078,118,4,8,0,0,11.39,5.89,DAILY,5,396996143818512320
Dubai,UAE,55.30295257285682,25.17709165447635,137,4,7,0,1,6.85,12.64,DAILY,1,225741591332736928
Tangier,Morocco,-5.817485320202001,35.759737940333196,161,4,7,1,1,6.49,15.49,DAILY,1,50032299808726648
Valencia,Spain,-0.32742482908654386,39.44041188983148,22,1,1,0,0,3.97,18.97,DAILY,2,65415513911698112
Sevilla,Spain,-5.990104670208362,37.42379506407534,88,3,8,0,0,1.29,5.5,DAILY,2,130418080074013392
Madrid,Spain,-3.658767488683509,40.4407586431925,136,3,7,0,1,5.39,7.15,DAILY,3,192924219067743360
Rabat,Morocco,-6.849759877736191,34.04144779288677,34,1,4,1,0,9.49,6.25,DAILY,5,65016961070175376
Tangier,Morocco,-5.841616627658807,35.72550359832067,47,2,4,1,0,6.47,7.96,DAILY,5,60434483220731576
New York,USA,-74.03033789850402,40.70241120314238,164,4,9,1,1,9.36,11.57,DAILY,3,436584777209193344
Barcelona,Spain,2.195304052195227,41.39631670445373,87,2,6,0,0,9.27,13.4,DAILY,2,128585294044560432
New York,USA,-74.0118777274564,40.68839463180271,146,4,9,1,1,12.2,1.19,DAILY,1,419445778877625280
Marrakech,Morocco,-8.028956227669083,31.653894708361413,100,3,6,1,0,9.79,4.72,DAILY,4,63374394318214888
New York,USA,-73.99370871347516,40.72476951380569,42,2,5,1,0,7.32,14.08,DAILY,2,170153935847075456
Los Angeles,USA,-118.2524484051654,34.05921686412734,113,3,8,1,1,2.77,8.5,DAILY,1,268987598532460672
Tangier,Morocco,-5.822887125623949,35.719850200945515,40,1,3,0,0,12.06,4.01,DAILY,4,45300385925052864
Barcelona,Spain,2.149577148059201,41.409161310486525,196,5,12,0,0,7.87,19.65,DAILY,4,230669822801234720
Dubai,UAE,55.26809131453579,25.22572385915189,91,3,8,1,1,8.11,10.26,DAILY,2,279087711507715616
Rabat,Morocco,-6.803668819938262,34.066642537733706,124,4,8,1,1,6.95,4.37,DAILY,3,78907719671606560
Tangier,Morocco,-5.794784996435173,35.72026862692976,187,5,12,0,1,7.74,4.42,DAILY,2,76878682880763664
Lyon,France,4.79903731258505,45.72800939475998,64,2,5,1,0,14.44,11.78,DAILY,4,195913706169201152
Dubai,UAE,55.24353069044622,25.233899428539594,41,1,4,1,0,3.76,19.67,DAILY,4,231788131913385216
Miami,USA,-80.22192092915554,25.729755597414883,98,3,8,0,1,13.06,12.39,DAILY,2,274998978621021568
Chicago,USA,-87.60132646124484,41.91606912330017,148,4,7,1,0,5.6,11.55,DAILY,4,289830583657395776
Tangier,Morocco,-5.816407941784899,35.71496268119838,137,4,9,0,0,9.92,1.26,DAILY,1,47836259155596208
Sevilla,Spain,-5.988313951753964,37.3502645875277,111,4,7,0,1,6.89,6.98,DAILY,4,202555052997172064
Abu Dhabi,UAE,54.39424907873757,24.41965695721549,159,4,8,1,0,2.75,1.72,DAILY,1,300307412847883840
Lyon,France,4.849627606637961,45.79469587389097,120,4,8,1,1,14.18,13.93,DAILY,5,338427941904962368
Paris,France,2.3718799342510057,48.84888364566572,182,6,14,0,1,14.1,2.99,DAILY,5,457313296469507904
Paris,France,2.308977547899373,48.90301996783122,31,1,4,0,0,4.39,9.46,DAILY,4,167008823617700576
Los Angeles,USA,-118.2389965345385,34.06327892926375,100,2,4,0,1,11.88,4.31,DAILY,5,368790380746925952
Paris,France,2.349174072197486,48.8541596102973,102,2,5,1,1,12.13,19.83,DAILY,1,183695397610667648
Tangier,Morocco,-5.809520238436375,35.71080750941382,165,4,8,0,1,3.16,17.99,DAILY,3,79131697919688704
Rabat,Morocco,-6.8627633954980425,34.038724084656636,167,5,11,1,1,8.62,19.48,DAILY,3,75537300499891904
New York,USA,-74.03082591003029,40.6980672341391,182,6,13,0,1,4.03,19.9,DAILY,4,489638129281702464
Marseille,France,5.34141294167083,43.28084765598686,166,4,10,1,1,4.97,11.88,DAILY,4,313712102271344128
Abu Dhabi,UAE,54.34547279978458,24.498346591852872,154,4,10,0,0,9.61,0.32,DAILY,5,455177876067664960
Sevilla,Spain,-6.014073795720716,37.42923043123952,95,3,6,1,0,9.8,7.25,DAILY,1,81334577050229264
Rabat,Morocco,-6.854858514266312,34.03095845599904,33,1,2,0,0,8.44,17.68,DAILY,4,45332575301434360
Sevilla,Spain,-6.034061725194534,37.406763871474865,25,1,3,0,0,14.14,1.95,DAILY,5,170568507774428896
Paris,France,2.3979078741766675,48.84036729722853,132,4,10,0,1,12.53,16.45,DAILY,5,367134000638429376
Tangier,Morocco,-5.809749617846814,35.80252700360088,142,4,8,1,0,4.6,12.29,DAILY,1,36923863815620936
Nice,France,7.255973103529237,43.68224877803602,83,2,5,1,0,3.77,5.7,DAILY,5,253123782969354176
Marrakech,Morocco,-7.936985495719655,31.668839230881026,154,4,9,1,0,11.17,16.06,DAILY,5,84006665272309024
Casablanca,Morocco,-7.597063082301319,33.58202297845484,49,1,3,0,0,1.0,6.74,DAILY,5,66779760664660208
Miami,USA,-80.21776226861435,25.73598723056764,93,3,8,0,0,7.21,12.2,DAILY,1,160216547971186592
Dubai,UAE,55.23262660185106,25.245425546392756,135,3,7,0,1,9.89,9.75,DAILY,1,267194581292285280
Los Angeles,USA,-118.20281727011572,34.086240813587516,194,6,12,1,0,4.36,5.78,DAILY,1,283777775340525728
Abu Dhabi,UAE,54.4232222736485,24.408300990193208,147,4,10,1,0,4.72,15.28,DAILY,3,288536474494961152
Nice,France,7.23717384071611,43.71644096189676,146,4,9,0,0,3.92,8.57,DAILY,3,237345280544571776
Nice,France,7.291276217014189,43.70417648093042,25,1,4,1,0,1.91,5.93,DAILY,1,79249351854472048
Rabat,Morocco,-6.821380722354394,34.01337630992318,134,3,8,0,1,0.34,13.57,DAILY,4,90323742956833488
Marseille,France,5.335046720360843,43.33152350117814,26,1,2,0,0,2.77,5.17,DAILY,4,175902217319315776
Los Angeles,USA,-118.29318982807204,34.059080245879365,44,2,6,0,0,6.41,4.85,DAILY,3,237949007985544480
Casablanca,Morocco,-7.6020538736782415,33.59786290326055,185,5,10,1,1,14.88,8.86,DAILY,4,92286895866540192
Lyon,France,4.818023470802947,45.74465351523796,85,3,8,1,1,12.63,10.54,DAILY,5,310077002439621696
Casablanca,Morocco,-7.571557133236697,33.5473677216568,65,2,3,0,1,2.1,11.36,DAILY,5,72273943252866464
Sevilla,Spain,-5.970413582237951,37.37015291264807,176,6,13,1,0,10.75,0.14,DAILY,4,289242615734091136
Dubai,UAE,55.22774520932571,25.249891859960137,85,3,8,0,1,8.48,14.19,DAILY,4,319953283932837952
Valencia,Spain,-0.3901109158230506,39.46208119444297,166,5,12,0,0,9.4,10.38,DAILY,1,143510262522028064
Lyon,France,4.862146146664466,45.78778459470461,147,4,7,1,1,14.37,0.49,DAILY,4,309120219335374528
Abu Dhabi,UAE,54.38630657688204,24.47143441591816,104,2,5,1,1,2.73,18.57,DAILY,5,423630841112131136
Marseille,France,5.406649619169581,43.32483440155352,36,2,4,0,0,4.18,19.56,DAILY,5,220436060520250912
Tangier,Morocco,-5.798286701127695,35.77265883657694,53,1,3,0,0,14.55,2.44,DAILY,5,65408559522235000
Marseille,France,5.375537252244397,43.27171890330314,53,2,4,1,1,12.14,17.51,DAILY,5,291977938855626176
Nice,France,7.255293842557964,43.72726290718963,135,3,8,1,0,5.68,12.94,DAILY,5,292671610533787136
Los Angeles,USA,-118.275912386182,34.06868429915581,188,5,10,1,0,3.77,13.0,DAILY,3,355073038688769280
Valencia,Spain,-0.35442323520455926,39.46063633146297,49,1,4,1,0,13.1,18.54,DAILY,1,68830992326056288
Miami,USA,-80.15697725257425,25.778467967573665,117,3,6,0,0,5.0,3.39,DAILY,4,319039123136707968
Valencia,Spain,-0.37054378332773685,39.459861470989175,194,6,12,1,1,0.42,2.91,DAILY,2,266232091108497216
Dubai,UAE,55.28692126867452,25.15858307066305,34,1,3,1,0,13.09,1.85,DAILY,1,105868050901991328
Barcelona,Spain,2.1353787833150126,41.40922361953384,24,1,2,1,0,5.35,14.37,DAILY,2,86390612796781424
Sevilla,Spain,-5.992926570933803,37.340552929879145,87,3,6,1,1,3.83,11.83,DAILY,1,132825429550539440
Chicago,USA,-87.63448634589011,41.91833830050279,35,1,2,0,0,6.69,1.59,DAILY,2,135143864180730848
Lyon,France,4.883256053997011,45.79649781606867,49,1,2,1,0,11.51,7.61,DAILY,3,125784312291258080
Marrakech,Morocco,-7.955002911240113,31.593133335684943,82,2,4,1,1,8.36,7.75,DAILY,5,80311508549676304
Marseille,France,5.373424478000406,43.29271634730504,176,6,13,0,1,5.3,9.0,DAILY,1,216370675904452768
Tangier,Morocco,-5.817309246909177,35.718427202487455,190,5,11,0,1,6.74,6.32,DAILY,3,87876847213022336
New York,USA,-74.02318895463031,40.730424520733465,154,5,12,0,0,13.69,2.42,DAILY,5,477326964639315840
Abu Dhabi,UAE,54.40336847942808,24.42373791526391,74,2,5,0,1,4.3,3.19,DAILY,2,218907570426636992
Abu Dhabi,UAE,54.414738172856644,24.463598005226515,77,2,4,0,0,5.65,19.98,DAILY,4,228555013353010304
Madrid,Spain,-3.6879627269286765,40.4449348919934,24,1,1,0,0,11.66,3.96,DAILY,5,148773769278601728
Marseille,France,5.401925860942701,43.3199807035158,166,5,9,1,0,10.15,10.39,DAILY,1,155278452122738016
Miami,USA,-80.18931709853481,25.733192186018897,82,3,8,0,1,8.53,11.86,DAILY,2,289517005946103296
Valencia,Spain,-0.3508362904631082,39.464123044620784,140,5,11,1,0,5.47,14.38,DAILY,2,145779890489440160
Miami,USA,-80.1944307636263,25.74960580800429,193,5,12,0,0,7.08,13.37,DAILY,5,425806293976034880
Dubai,UAE,55.26179649535028,25.23963569949525,33,1,3,1,0,6.6,5.49,DAILY,3,177674454296485152
Marseille,France,5.384029416454518,43.27471082816046,87,3,6,0,1,5.64,7.14,DAILY,4,279088645536530496
Nice,France,7.309681218189199,43.71512825417078,46,1,3,1,0,10.28,14.79,DAILY,5,211652500275769536
Miami,USA,-80.24110488874062,25.76131786547356,21,1,4,1,0,8.46,17.06,DAILY,3,197448616319379776
Marrakech,Morocco,-8.013328640237205,31.662584146890456,97,3,5,0,1,1.53,3.1,DAILY,2,61803351901387144
Chicago,USA,-87.67352695097672,41.85076208055514,19,1,2,0,0,8.56,10.65,DAILY,4,207995366672686176
Sevilla,Spain,-5.990082380928445,37.42312488177158,49,2,6,0,0,10.61,19.28,DAILY,4,164637515352073536
Los Angeles,USA,-118.26268295606707,34.0024980985354,94,3,7,0,0,13.31,12.0,DAILY,1,160007223320665760
Marseille,France,5.338757106363826,43.295395574550206,23,1,4,0,0,13.2,12.48,DAILY,2,93895090324756272
Abu Dhabi,UAE,54.350390991359745,24.47628018828973,79,3,6,1,0,7.23,8.19,DAILY,2,194723573474765792
Rabat,Morocco,-6.8068827792458775,34.067523720030785,88,3,8,1,0,2.02,10.86,DAILY,3,54017355040723304
Paris,France,2.3145309136548295,48.81807133067413,73,2,6,0,1,11.55,12.73,DAILY,3,244096286256064480
Lyon,France,4.876650422494879,45.77878533575688,164,4,9,1,1,1.28,11.53,DAILY,1,210373985810349792
Miami,USA,-80.14417409243292,25.734437662386906,55,1,3,1,0,1.28,12.07,DAILY,2,190127183669010432
Valencia,Spain,-0.4183938279619096,39.4436372752943,194,6,13,1,1,6.1,16.29,DAILY,3,237164764539347424
Sevilla,Spain,-6.00104303797337,37.43737892321051,104,3,7,1,0,4.51,1.36,DAILY,3,181427544769622144
Tangier,Morocco,-5.857664188592198,35.77044417035619,63,1,2,1,0,11.62,15.3,DAILY,5,63908626643725608
Dubai,UAE,55.24473759986586,25.177649485198522,117,3,6,1,1,2.9,4.85,DAILY,1,270849085633148480
Barcelona,Spain,2.1984167698701755,41.37762432225315,106,3,7,1,0,6.61,12.72,DAILY,3,159213715054542816
Nice,France,7.23121442875257,43.73527461462771,191,6,11,1,0,2.1,11.2,DAILY,5,383013911254078272
Casablanca,Morocco,-7.62853686628704,33.61358881604708,163,5,10,1,0,12.06,14.37,DAILY,2,52653637135605360
New York,USA,-73.97878186750296,40.74513055641331,92,2,3,0,1,10.99,0.83,DAILY,3,326027207098240320
Abu Dhabi,UAE,54.33557648748094,24.501898734814734,146,5,12,0,1,8.84,11.03,DAILY,2,311807883942598592
Dubai,UAE,55.31674240599725,25.211562098572372,137,4,7,1,0,10.18,10.06,DAILY,3,307126790902034560
Dubai,UAE,55.27727745402752,25.182014108509023,37,2,4,1,0,3.07,7.65,DAILY,2,153530748192299296
Sevilla,Spain,-5.971759909535429,37.426043336627906,90,2,4,1,0,11.17,7.38,DAILY,4,148826420004418080
Abu Dhabi,UAE,54.33816557571635,24.487035685625123,139,3,5,0,0,14.22,14.95,DAILY,1,166571502350573984
Miami,USA,-80.20512070105974,25.788532587931048,183,5,12,0,1,12.84,17.02,DAILY,3,414493798980739840
Dubai,UAE,55.296521880816854,25.16464988049053,37,2,5,0,0,8.44,10.72,DAILY,5,273797896937111648
Barcelona,Spain,2.211773971074189,41.417302381268634,197,6,11,0,0,5.37,12.75,DAILY,1,160652961658236736
Dubai,UAE,55.27266157038112,25.193551872660745,78,2,3,0,0,11.14,1.2,DAILY,5,316590054511600512
Marrakech,Morocco,-7.959525095711469,31.638832648363422,124,3,7,0,0,6.97,5.99,DAILY,3,53445985295106120
New York,USA,-73.99408941254465,40.74346695128951,32,1,4,0,0,5.4,14.07,DAILY,3,192734986867555840
Marrakech,Morocco,-8.027513774837605,31.670681679357997,157,5,12,1,1,14.97,12.42,DAILY,3,74585295110208704
Sevilla,Spain,-5.960346941166196,37.36089222704633,32,1,2,0,0,14.89,7.88,DAILY,4,135355083952498176
Miami,USA,-80.21284861155998,25.795194710417064,108,4,8,0,0,4.93,3.11,DAILY,2,257534096451148768
Miami,USA,-80.21766286603103,25.7226354072705,141,4,8,1,0,1.23,8.58,DAILY,3,339097683324489216
Tangier,Morocco,-5.826783500222998,35.7428467269822,120,4,8,1,1,7.04,12.78,DAILY,5,86833679664517856
Valencia,Spain,-0.3945745195337589,39.46267681864393,90,2,6,0,1,5.37,9.72,DAILY,5,240554875837197696
Marrakech,Morocco,-8.01962159578815,31.592784641165526,181,6,12,1,1,4.09,8.73,DAILY,2,71145942489985096
Marseille,France,5.3743288307187305,43.323250052552794,135,4,9,1,1,4.06,7.07,DAILY,4,301730450874876352
Rabat,Morocco,-6.857055511971726,33.979101571239596,172,5,9,0,0,6.22,14.16,DAILY,1,34840201009274944
Sevilla,Spain,-6.021030207938423,37.37564575046632,47,2,4,0,0,6.88,12.06,DAILY,1,56940945851065584
Marseille,France,5.351961444078075,43.31656202040697,25,1,1,1,0,3.24,10.19,DAILY,4,158542419346578176
Abu Dhabi,UAE,54.40810443335416,24.436510893861957,192,5,9,1,1,2.36,1.11,DAILY,1,368001110253055296
Paris,France,2.329932898194592,48.85570583999613,68,1,1,1,1,9.48,4.08,DAILY,5,267481328668303488
Abu Dhabi,UAE,54.394475512567624,24.491777885621996,144,5,9,0,0,12.61,1.34,DAILY,4,412479388912014528
Abu Dhabi,UAE,54.4115216808056,24.4154062137831,171,4,9,0,1,11.59,8.24,DAILY,5,414492474629368192
Marseille,France,5.3494232110173074,43.30290836743126,23,1,1,0,0,11.97,1.36,DAILY,2,95783098927939312
Barcelona,Spain,2.1617381062291736,41.34711876738816,150,5,12,0,0,6.04,4.94,DAILY,4,255818808615824672
Rabat,Morocco,-6.824033803332836,34.06581988498316,81,3,6,1,0,2.58,12.25,DAILY,3,47937521871959640
Valencia,Spain,-0.3301225027000718,39.510799300009644,51,1,1,1,0,3.87,14.78,DAILY,4,135058682695386784
Valencia,Spain,-0.37315221364823414,39.50987225032684,187,5,12,0,0,12.23,7.32,DAILY,2,171694116456152704
Los Angeles,USA,-118.29113150971021,34.0421013405375,134,3,8,1,1,10.3,9.49,DAILY,4,426916432016501568
Los Angeles,USA,-118.19567806586603,34.08956386502575,130,4,10,0,0,8.98,6.28,DAILY,3,319035056467006976
Sevilla,Spain,-5.977897244570443,37.40261691755957,165,5,11,1,0,10.53,4.71,DAILY,1,140304862787030752
Los Angeles,USA,-118.23908601643767,34.053624369591176,159,4,10,1,0,1.36,2.28,DAILY,2,346258363775861504
Nice,France,7.2192011904801925,43.6836425579491,123,3,8,1,1,2.21,8.84,DAILY,2,270312937682114016
Valencia,Spain,-0.327001409200673,39.41996563202563,102,2,5,1,0,11.54,0.15,DAILY,3,155956413540496992
